day,student_id,purchased_items,total_spent
4,872,"Veggie Burrito Bowl,Bottled Water",9.5
4,379,"Chocolate Brownie,Iced Coffee",7.5
4,510,"Teriyaki Chicken Bowl,Fresh Lemonade",12.0
4,860,Chocolate Brownie,3.5
4,993,Chocolate Brownie,3.5
4,312,Chocolate Brownie,3.5
4,375,Chocolate Brownie,3.5
4,417,Teriyaki Chicken Bowl,9.0
4,235,Teriyaki Chicken Bowl,9.0
4,791,"Loaded Nachos,Bottled Water",9.0
4,290,Veggie Burrito Bowl,8.0
4,863,"Veggie Burrito Bowl,Iced Coffee",12.0
5,189,"Chocolate Brownie,Fresh Lemonade",6.5
5,910,"Fresh Fruit Cup,Fresh Lemonade",7.0
5,450,"Chocolate Brownie,Red Bull style energy drink",7.0
5,517,"Chocolate Brownie,Fresh Lemonade",6.5
5,409,Fresh Fruit Cup,4.0
5,482,"Chocolate Brownie,Red Bull style energy drink",7.0
5,810,"Chocolate Brownie,Red Bull style energy drink",7.0
5,140,"Fresh Fruit Cup,Red Bull style energy drink",7.5
5,541,"Fresh Fruit Cup,Red Bull style energy drink",7.5
5,598,"Fresh Fruit Cup,Bottled Water",5.5
5,611,"Fresh Fruit Cup,Red Bull style energy drink",7.5
5,478,"Loaded Nachos,Red Bull style energy drink",11.0
5,654,"Fresh Fruit Cup,Red Bull style energy drink",7.5
5,245,"Chocolate Brownie,Red Bull style energy drink",7.0
5,138,"Grilled Chicken Wrap,Iced Coffee",12.5
5,798,"Fresh Fruit Cup,Red Bull style energy drink",7.5
5,64,"Teriyaki Chicken Bowl,Bottled Water",10.5
5,427,"Fresh Fruit Cup,Red Bull style energy drink",7.5
5,430,"Chocolate Brownie,Red Bull style energy drink",7.0
5,453,"Chocolate Brownie,Red Bull style energy drink",7.0
5,870,"Fresh Fruit Cup,Red Bull style energy drink",7.5
5,215,Fresh Fruit Cup,4.0
5,662,"Fresh Fruit Cup,Red Bull style energy drink",7.5
5,240,"Fresh Fruit Cup,Iced Coffee",8.0
5,322,"Loaded Nachos,Red Bull style energy drink",11.0
5,30,"Loaded Nachos,Bottled Water",9.0
5,265,"Loaded Nachos,Red Bull style energy drink",11.0
5,961,"Fresh Fruit Cup,Bottled Water",5.5
5,595,"Loaded Nachos,Red Bull style energy drink",11.0
5,816,"Teriyaki Chicken Bowl,Red Bull style energy drink",12.5
5,419,"Chocolate Brownie,Red Bull style energy drink",7.0
5,507,"Chocolate Brownie,Red Bull style energy drink",7.0
5,135,"Fresh Fruit Cup,Red Bull style energy drink",7.5
5,586,"Chocolate Brownie,Red Bull style energy drink",7.0
5,564,"Fresh Fruit Cup,Bottled Water",5.5
5,364,"Fresh Fruit Cup,Bottled Water",5.5
5,382,"Chocolate Brownie,Red Bull style energy drink",7.0
5,492,"Loaded Nachos,Iced Coffee",11.5
5,584,"Chocolate Brownie,Red Bull style energy drink",7.0
5,701,"Loaded Nachos,Red Bull style energy drink",11.0
5,897,Fresh Fruit Cup,4.0
5,918,"Fresh Fruit Cup,Red Bull style energy drink",7.5
5,601,"Chocolate Brownie,Red Bull style energy drink",7.0
5,293,"Loaded Nachos,Red Bull style energy drink",11.0
5,40,"Chocolate Brownie,Red Bull style energy drink",7.0
5,152,"Chocolate Brownie,Red Bull style energy drink",7.0
5,704,Fresh Fruit Cup,4.0
5,705,"Chocolate Brownie,Red Bull style energy drink",7.0
5,410,"Grilled Chicken Wrap,Fresh Lemonade",11.5
5,70,"Fresh Fruit Cup,Fresh Lemonade",7.0
5,47,Fresh Fruit Cup,4.0
5,287,"Fresh Fruit Cup,Fresh Lemonade",7.0
5,29,"Loaded Nachos,Red Bull style energy drink",11.0
5,92,"Fresh Fruit Cup,Red Bull style energy drink",7.5
5,452,"Fresh Fruit Cup,Red Bull style energy drink",7.5
5,194,Fresh Fruit Cup,4.0
5,21,"Loaded Nachos,Red Bull style energy drink",11.0
5,368,Fresh Fruit Cup,4.0
5,302,"Chocolate Brownie,Red Bull style energy drink",7.0
5,280,"Veggie Burrito Bowl,Red Bull style energy drink",11.5
5,353,"Chocolate Brownie,Red Bull style energy drink",7.0
5,6,"Chocolate Brownie,Red Bull style energy drink",7.0
5,241,"Chocolate Brownie,Red Bull style energy drink",7.0
5,760,"Fresh Fruit Cup,Red Bull style energy drink",7.5
5,589,"Loaded Nachos,Red Bull style energy drink",11.0
5,533,"Chocolate Brownie,Red Bull style energy drink",7.0
5,422,"Chocolate Brownie,Red Bull style energy drink",7.0
5,117,"Fresh Fruit Cup,Red Bull style energy drink",7.5
5,139,"Fresh Fruit Cup,Iced Coffee",8.0
5,321,"Chocolate Brownie,Red Bull style energy drink",7.0
5,838,"Chocolate Brownie,Red Bull style energy drink",7.0
5,801,"Loaded Nachos,Red Bull style energy drink",11.0
5,137,"Loaded Nachos,Red Bull style energy drink",11.0
5,997,"Chocolate Brownie,Iced Coffee",7.5
5,844,"Loaded Nachos,Red Bull style energy drink",11.0
5,762,"Loaded Nachos,Fresh Lemonade",10.5
5,672,"Chocolate Brownie,Red Bull style energy drink",7.0
5,220,"Chocolate Brownie,Red Bull style energy drink",7.0
5,834,"Chocolate Brownie,Red Bull style energy drink",7.0
5,702,"Veggie Burrito Bowl,Red Bull style energy drink",11.5
5,610,"Loaded Nachos,Red Bull style energy drink",11.0
5,671,"Grilled Chicken Wrap,Red Bull style energy drink",12.0
5,747,"Chocolate Brownie,Red Bull style energy drink",7.0
5,225,"Chocolate Brownie,Red Bull style energy drink",7.0
5,161,"Chocolate Brownie,Red Bull style energy drink",7.0
5,752,"Chocolate Brownie,Red Bull style energy drink",7.0
5,417,"Chocolate Brownie,Red Bull style energy drink",7.0
5,693,"Loaded Nachos,Red Bull style energy drink",11.0
5,8,"Teriyaki Chicken Bowl,Iced Coffee",13.0
5,162,"Chocolate Brownie,Red Bull style energy drink",7.0
5,109,"Chocolate Brownie,Red Bull style energy drink",7.0
5,248,"Chocolate Brownie,Red Bull style energy drink",7.0
5,235,Teriyaki Chicken Bowl,9.0
5,756,"Loaded Nachos,Bottled Water",9.0
5,657,"Grilled Chicken Wrap,Red Bull style energy drink",12.0
5,184,Chocolate Brownie,3.5
5,150,"Chocolate Brownie,Red Bull style energy drink",7.0
5,630,"Chocolate Brownie,Red Bull style energy drink",7.0
5,656,"Chocolate Brownie,Red Bull style energy drink",7.0
5,437,"Chocolate Brownie,Red Bull style energy drink",7.0
5,158,"Chocolate Brownie,Red Bull style energy drink",7.0
5,626,"Chocolate Brownie,Red Bull style energy drink",7.0
5,858,"Chocolate Brownie,Red Bull style energy drink",7.0
5,279,"Chocolate Brownie,Red Bull style energy drink",7.0
5,755,"Chocolate Brownie,Fresh Lemonade",6.5
5,484,"Chocolate Brownie,Red Bull style energy drink",7.0
5,841,"Chocolate Brownie,Red Bull style energy drink",7.0
5,79,"Teriyaki Chicken Bowl,Red Bull style energy drink",12.5
5,632,"Chocolate Brownie,Red Bull style energy drink",7.0
5,878,"Loaded Nachos,Red Bull style energy drink",11.0
5,624,"Loaded Nachos,Fresh Lemonade",10.5
5,607,Teriyaki Chicken Bowl,9.0
5,151,"Grilled Chicken Wrap,Iced Coffee",12.5
